timeStamp,aircraftCode,testNumber,parameterCode,minValue,maxValue,currentValue,Result
2022-06-17T09:12:41.851-03,PRZFV,4,780935,20,50,21.812184671863506,SUCESSO!
2022-06-17T09:12:41.852-03,PRZFV,4,654321,10,120,10.838126786768667,SUCESSO!
2022-06-17T09:12:41.887-03,PRZFV,4,780935,20,50,30.844403828248453,SUCESSO!
2022-06-17T09:12:41.893-03,PRZFV,4,123456,20,40,24.495781773751332,SUCESSO!
2022-06-17T09:12:41.902-03,PRZFV,4,654321,10,120,102.85080437501647,SUCESSO!
2022-06-17T09:12:41.920-03,PRZFV,4,780935,20,50,49.9946442604291,SUCESSO!
2022-06-17T09:12:41.953-03,PRZFV,4,654321,10,120,39.83037022818938,SUCESSO!
2022-06-17T09:12:41.953-03,PRZFV,4,780935,20,50,42.037772216900564,SUCESSO!
2022-06-17T09:12:41.987-03,PRZFV,4,780935,20,50,47.252613239679015,SUCESSO!
2022-06-17T09:12:41.994-03,PRZFV,4,123456,20,40,20.97622224547347,SUCESSO!
2022-06-17T09:12:42.003-03,PRZFV,4,654321,10,120,102.9483218498489,SUCESSO!
2022-06-17T09:12:42.020-03,PRZFV,4,780935,20,50,27.17416965361081,SUCESSO!
2022-06-17T09:12:42.054-03,PRZFV,4,780935,20,50,22.977645142986827,SUCESSO!
2022-06-17T09:12:42.054-03,PRZFV,4,654321,10,120,95.59380900977575,SUCESSO!
2022-06-17T09:12:42.088-03,PRZFV,4,780935,20,50,41.81384744999354,SUCESSO!
2022-06-17T09:12:42.094-03,PRZFV,4,123456,20,40,23.291307564833915,SUCESSO!
2022-06-17T09:12:42.104-03,PRZFV,4,654321,10,120,88.63148496648131,SUCESSO!
2022-06-17T09:12:42.121-03,PRZFV,4,780935,20,50,29.481617242215044,SUCESSO!
2022-06-17T09:12:42.154-03,PRZFV,4,780935,20,50,33.52184515767749,SUCESSO!
2022-06-17T09:12:42.155-03,PRZFV,4,654321,10,120,60.11740128095264,SUCESSO!
2022-06-17T09:12:42.188-03,PRZFV,4,780935,20,50,47.51114649295397,SUCESSO!
2022-06-17T09:12:42.194-03,PRZFV,4,123456,20,40,36.03627692738769,SUCESSO!
2022-06-17T09:12:42.205-03,PRZFV,4,654321,10,120,31.18221186101944,SUCESSO!
2022-06-17T09:12:42.221-03,PRZFV,4,780935,20,50,49.459825975557436,SUCESSO!
2022-06-17T09:12:42.254-03,PRZFV,4,780935,20,50,23.369726947319837,SUCESSO!
2022-06-17T09:12:42.255-03,PRZFV,4,654321,10,120,42.24813914784782,SUCESSO!
2022-06-17T09:12:42.288-03,PRZFV,4,780935,20,50,24.29291431346655,SUCESSO!
2022-06-17T09:12:42.295-03,PRZFV,4,123456,20,40,23.465417785873857,SUCESSO!
2022-06-17T09:12:42.305-03,PRZFV,4,654321,10,120,73.08668316824473,SUCESSO!
2022-06-17T09:12:42.321-03,PRZFV,4,780935,20,50,41.291380947753666,SUCESSO!
2022-06-17T09:12:42.354-03,PRZFV,4,780935,20,50,28.056137283817677,SUCESSO!
2022-06-17T09:12:42.356-03,PRZFV,4,654321,10,120,90.16676289446133,SUCESSO!
2022-06-17T09:12:42.387-03,PRZFV,4,780935,20,50,33.23666221901799,SUCESSO!
2022-06-17T09:12:42.395-03,PRZFV,4,123456,20,40,28.62233837286452,SUCESSO!
2022-06-17T09:12:42.406-03,PRZFV,4,654321,10,120,44.767496938991194,SUCESSO!
2022-06-17T09:12:42.421-03,PRZFV,4,780935,20,50,30.118416445633592,SUCESSO!
2022-06-17T09:12:42.459-03,PRZFV,4,780935,20,50,36.0445669763199,SUCESSO!
2022-06-17T09:12:42.459-03,PRZFV,4,654321,10,120,88.51480772706435,SUCESSO!
2022-06-17T09:12:42.492-03,PRZFV,4,780935,20,50,27.416957912392228,SUCESSO!
2022-06-17T09:12:42.495-03,PRZFV,4,123456,20,40,28.29332318446319,SUCESSO!
2022-06-17T09:12:42.510-03,PRZFV,4,654321,10,120,32.03276749388651,SUCESSO!
2022-06-17T09:12:42.526-03,PRZFV,4,780935,20,50,29.863203837368275,SUCESSO!
2022-06-17T09:12:42.559-03,PRZFV,4,780935,20,50,28.907550633088164,SUCESSO!
2022-06-17T09:12:42.560-03,PRZFV,4,654321,10,120,47.36477597132676,SUCESSO!
2022-06-17T09:12:42.593-03,PRZFV,4,780935,20,50,45.56854610834165,SUCESSO!
2022-06-17T09:12:42.596-03,PRZFV,4,123456,20,40,28.510849471517613,SUCESSO!
2022-06-17T09:12:42.610-03,PRZFV,4,654321,10,120,53.19521395109013,SUCESSO!
2022-06-17T09:12:42.627-03,PRZFV,4,780935,20,50,20.450490528315502,SUCESSO!
2022-06-17T09:12:42.661-03,PRZFV,4,780935,20,50,41.98957557646514,SUCESSO!
2022-06-17T09:12:42.661-03,PRZFV,4,654321,10,120,59.47390767290169,SUCESSO!
2022-06-17T09:12:42.694-03,PRZFV,4,780935,20,50,21.433135927255414,SUCESSO!
2022-06-17T09:12:42.697-03,PRZFV,4,123456,20,40,26.56052984723457,SUCESSO!
2022-06-17T09:12:42.712-03,PRZFV,4,654321,10,120,112.20638192267937,SUCESSO!
2022-06-17T09:12:42.728-03,PRZFV,4,780935,20,50,22.644514881315974,SUCESSO!
2022-06-17T09:12:42.761-03,PRZFV,4,780935,20,50,34.84164349540988,SUCESSO!
2022-06-17T09:12:42.762-03,PRZFV,4,654321,10,120,63.947536773787895,SUCESSO!
2022-06-17T09:12:42.794-03,PRZFV,4,780935,20,50,41.91642267580258,SUCESSO!
2022-06-17T09:12:42.797-03,PRZFV,4,123456,20,40,28.1244825889437,SUCESSO!
2022-06-17T09:12:42.812-03,PRZFV,4,654321,10,120,52.34509123045465,SUCESSO!
2022-06-17T09:12:42.827-03,PRZFV,4,780935,20,50,30.05116282707339,SUCESSO!
2022-06-17T09:12:42.862-03,PRZFV,4,780935,20,50,44.29643895245664,SUCESSO!
2022-06-17T09:12:42.863-03,PRZFV,4,654321,10,120,27.884644874756276,SUCESSO!
2022-06-17T09:12:42.896-03,PRZFV,4,780935,20,50,50.288179393981565,ERRO
2022-06-17T09:12:42.897-03,PRZFV,4,123456,20,40,27.42859828893743,SUCESSO!
2022-06-17T09:12:42.913-03,PRZFV,4,654321,10,120,120.29827537411475,ERRO
2022-06-17T09:12:42.931-03,PRZFV,4,780935,20,50,21.693536679852176,SUCESSO!
2022-06-17T09:12:42.963-03,PRZFV,4,654321,10,120,93.37429722823687,SUCESSO!
2022-06-17T09:12:42.965-03,PRZFV,4,780935,20,50,20.85517478116471,SUCESSO!
2022-06-17T09:12:42.998-03,PRZFV,4,123456,20,40,33.49324199566689,SUCESSO!
2022-06-17T09:12:42.998-03,PRZFV,4,780935,20,50,22.574441636099547,SUCESSO!
2022-06-17T09:12:43.014-03,PRZFV,4,654321,10,120,77.20632818305896,SUCESSO!
2022-06-17T09:12:43.032-03,PRZFV,4,780935,20,50,42.238091481805725,SUCESSO!
2022-06-17T09:12:43.064-03,PRZFV,4,654321,10,120,104.93460088145173,SUCESSO!
2022-06-17T09:12:43.065-03,PRZFV,4,780935,20,50,21.784880120765713,SUCESSO!
2022-06-17T09:12:43.098-03,PRZFV,4,780935,20,50,27.57511004058577,SUCESSO!
2022-06-17T09:12:43.098-03,PRZFV,4,123456,20,40,23.267528077822227,SUCESSO!
2022-06-17T09:12:43.114-03,PRZFV,4,654321,10,120,115.79518939577693,SUCESSO!
2022-06-17T09:12:43.133-03,PRZFV,4,780935,20,50,29.221576067035947,SUCESSO!
2022-06-17T09:12:43.165-03,PRZFV,4,654321,10,120,62.62727368084064,SUCESSO!
2022-06-17T09:12:43.166-03,PRZFV,4,780935,20,50,21.85204514477261,SUCESSO!
2022-06-17T09:12:43.199-03,PRZFV,4,123456,20,40,21.755674727965562,SUCESSO!
2022-06-17T09:12:43.200-03,PRZFV,4,780935,20,50,46.33626436280303,SUCESSO!
2022-06-17T09:12:43.215-03,PRZFV,4,654321,10,120,23.741679725918928,SUCESSO!
2022-06-17T09:12:43.233-03,PRZFV,4,780935,20,50,36.74848971645859,SUCESSO!
2022-06-17T09:12:43.265-03,PRZFV,4,654321,10,120,89.47120960633083,SUCESSO!
2022-06-17T09:12:43.266-03,PRZFV,4,780935,20,50,23.950880829077644,SUCESSO!
2022-06-17T09:12:43.299-03,PRZFV,4,123456,20,40,20.19917268823524,SUCESSO!
2022-06-17T09:12:43.300-03,PRZFV,4,780935,20,50,36.35017783307751,SUCESSO!
2022-06-17T09:12:43.315-03,PRZFV,4,654321,10,120,52.876505835709786,SUCESSO!
2022-06-17T09:12:43.333-03,PRZFV,4,780935,20,50,41.44420678365972,SUCESSO!
2022-06-17T09:12:43.366-03,PRZFV,4,654321,10,120,56.41252485413198,SUCESSO!
2022-06-17T09:12:43.366-03,PRZFV,4,780935,20,50,26.219483481170712,SUCESSO!
2022-06-17T09:12:43.399-03,PRZFV,4,123456,20,40,33.530189616461826,SUCESSO!
2022-06-17T09:12:43.400-03,PRZFV,4,780935,20,50,45.01144617139494,SUCESSO!
2022-06-17T09:12:43.416-03,PRZFV,4,654321,10,120,10.306811624020384,SUCESSO!
2022-06-17T09:12:43.433-03,PRZFV,4,780935,20,50,25.09735699411783,SUCESSO!
2022-06-17T09:12:43.466-03,PRZFV,4,654321,10,120,37.76973101710503,SUCESSO!
2022-06-17T09:12:43.466-03,PRZFV,4,780935,20,50,26.03101417671604,SUCESSO!
2022-06-17T09:12:43.499-03,PRZFV,4,123456,20,40,39.71354979919778,SUCESSO!
2022-06-17T09:12:43.500-03,PRZFV,4,780935,20,50,47.05839208428402,SUCESSO!
2022-06-17T09:12:43.517-03,PRZFV,4,654321,10,120,45.27492602533594,SUCESSO!
2022-06-17T09:12:43.533-03,PRZFV,4,780935,20,50,38.45848479254098,SUCESSO!
2022-06-17T09:12:43.566-03,PRZFV,4,780935,20,50,34.335213769104314,SUCESSO!
2022-06-17T09:12:43.567-03,PRZFV,4,654321,10,120,104.55915610405394,SUCESSO!
2022-06-17T09:12:43.600-03,PRZFV,4,780935,20,50,49.072093365424465,SUCESSO!
2022-06-17T09:12:43.600-03,PRZFV,4,123456,20,40,40.23737244246136,ERRO
2022-06-17T09:12:43.617-03,PRZFV,4,654321,10,120,56.17609898121128,SUCESSO!
2022-06-17T09:12:43.633-03,PRZFV,4,780935,20,50,29.640462596807296,SUCESSO!
2022-06-17T09:12:43.666-03,PRZFV,4,780935,20,50,21.26296716162987,SUCESSO!
2022-06-17T09:12:43.667-03,PRZFV,4,654321,10,120,120.45382909081071,ERRO
2022-06-17T09:12:43.699-03,PRZFV,4,780935,20,50,29.282837129074302,SUCESSO!
2022-06-17T09:12:43.700-03,PRZFV,4,123456,20,40,32.62643556557399,SUCESSO!
2022-06-17T09:12:43.718-03,PRZFV,4,654321,10,120,116.0512330111299,SUCESSO!
2022-06-17T09:12:43.733-03,PRZFV,4,780935,20,50,37.8967503511481,SUCESSO!
2022-06-17T09:12:43.770-03,PRZFV,4,780935,20,50,29.578737392106788,SUCESSO!
2022-06-17T09:12:43.770-03,PRZFV,4,654321,10,120,39.64009165583089,SUCESSO!
2022-06-17T09:12:43.800-03,PRZFV,4,123456,20,40,28.32410649401237,SUCESSO!
2022-06-17T09:12:43.803-03,PRZFV,4,780935,20,50,22.401406580848047,SUCESSO!
2022-06-17T09:12:43.820-03,PRZFV,4,654321,10,120,27.793298198550943,SUCESSO!
2022-06-17T09:12:43.836-03,PRZFV,4,780935,20,50,42.10095659291886,SUCESSO!
2022-06-17T09:12:43.869-03,PRZFV,4,780935,20,50,32.59341611797748,SUCESSO!
2022-06-17T09:12:43.870-03,PRZFV,4,654321,10,120,87.99983409752807,SUCESSO!
2022-06-17T09:12:43.901-03,PRZFV,4,123456,20,40,39.17012553385581,SUCESSO!
2022-06-17T09:12:43.903-03,PRZFV,4,780935,20,50,40.27074851717064,SUCESSO!
2022-06-17T09:12:43.920-03,PRZFV,4,654321,10,120,37.75201942668905,SUCESSO!
2022-06-17T09:12:43.936-03,PRZFV,4,780935,20,50,45.25568297441808,SUCESSO!
2022-06-17T09:12:43.970-03,PRZFV,4,780935,20,50,39.846773589308256,SUCESSO!
2022-06-17T09:12:43.971-03,PRZFV,4,654321,10,120,39.766578095406174,SUCESSO!
2022-06-17T09:12:44.001-03,PRZFV,4,123456,20,40,28.461858137245123,SUCESSO!
2022-06-17T09:12:44.003-03,PRZFV,4,780935,20,50,21.294300757121228,SUCESSO!
2022-06-17T09:12:44.021-03,PRZFV,4,654321,10,120,30.460935469362504,SUCESSO!
2022-06-17T09:12:44.037-03,PRZFV,4,780935,20,50,26.893396797337044,SUCESSO!
2022-06-17T09:12:44.070-03,PRZFV,4,780935,20,50,43.32657891611699,SUCESSO!
2022-06-17T09:12:44.071-03,PRZFV,4,654321,10,120,40.22379102799978,SUCESSO!
2022-06-17T09:12:44.101-03,PRZFV,4,123456,20,40,28.97453261431569,SUCESSO!
2022-06-17T09:12:44.104-03,PRZFV,4,780935,20,50,29.83830039513682,SUCESSO!
2022-06-17T09:12:44.122-03,PRZFV,4,654321,10,120,57.21620705605911,SUCESSO!
2022-06-17T09:12:44.137-03,PRZFV,4,780935,20,50,21.092859687005642,SUCESSO!
2022-06-17T09:12:44.171-03,PRZFV,4,780935,20,50,47.864242567736426,SUCESSO!
2022-06-17T09:12:44.172-03,PRZFV,4,654321,10,120,90.84077436937646,SUCESSO!
2022-06-17T09:12:44.201-03,PRZFV,4,123456,20,40,33.46920285990416,SUCESSO!
2022-06-17T09:12:44.204-03,PRZFV,4,780935,20,50,42.32275624628,SUCESSO!
2022-06-17T09:12:44.222-03,PRZFV,4,654321,10,120,41.60578750500568,SUCESSO!
2022-06-17T09:12:44.237-03,PRZFV,4,780935,20,50,27.898135979965247,SUCESSO!
2022-06-17T09:12:44.270-03,PRZFV,4,780935,20,50,31.960279034023273,SUCESSO!
2022-06-17T09:12:44.273-03,PRZFV,4,654321,10,120,91.07161098937887,SUCESSO!
2022-06-17T09:12:44.302-03,PRZFV,4,123456,20,40,28.774532191118066,SUCESSO!
2022-06-17T09:12:44.304-03,PRZFV,4,780935,20,50,48.4806837079809,SUCESSO!
2022-06-17T09:12:44.323-03,PRZFV,4,654321,10,120,41.27131795361911,SUCESSO!
2022-06-17T09:12:44.338-03,PRZFV,4,780935,20,50,31.32942897971144,SUCESSO!
2022-06-17T09:12:44.371-03,PRZFV,4,780935,20,50,36.15705641343422,SUCESSO!
2022-06-17T09:12:44.373-03,PRZFV,4,654321,10,120,40.786000442479505,SUCESSO!
2022-06-17T09:12:44.402-03,PRZFV,4,123456,20,40,22.96887063160903,SUCESSO!
2022-06-17T09:12:44.405-03,PRZFV,4,780935,20,50,47.974340081322026,SUCESSO!
2022-06-17T09:12:44.423-03,PRZFV,4,654321,10,120,43.509517507660696,SUCESSO!
2022-06-17T09:12:44.438-03,PRZFV,4,780935,20,50,27.95114601510698,SUCESSO!
2022-06-17T09:12:44.474-03,PRZFV,4,780935,20,50,48.78779776236781,SUCESSO!
2022-06-17T09:12:44.474-03,PRZFV,4,654321,10,120,71.30698597856413,SUCESSO!
2022-06-17T09:12:44.502-03,PRZFV,4,123456,20,40,28.140238142264522,SUCESSO!
2022-06-17T09:12:44.507-03,PRZFV,4,780935,20,50,23.867629697812415,SUCESSO!
2022-06-17T09:12:44.524-03,PRZFV,4,654321,10,120,117.71366506056948,SUCESSO!
2022-06-17T09:12:44.541-03,PRZFV,4,780935,20,50,46.85557279404122,SUCESSO!
2022-06-17T09:12:44.574-03,PRZFV,4,780935,20,50,49.94441788166722,SUCESSO!
2022-06-17T09:12:44.575-03,PRZFV,4,654321,10,120,45.412606184188164,SUCESSO!
2022-06-17T09:12:44.603-03,PRZFV,4,123456,20,40,27.330545539393484,SUCESSO!
2022-06-17T09:12:44.607-03,PRZFV,4,780935,20,50,27.52758496840152,SUCESSO!
2022-06-17T09:12:44.625-03,PRZFV,4,654321,10,120,93.57325864824048,SUCESSO!
2022-06-17T09:12:44.641-03,PRZFV,4,780935,20,50,28.70725306531873,SUCESSO!
2022-06-17T09:12:44.675-03,PRZFV,4,780935,20,50,23.221515074536004,SUCESSO!
2022-06-17T09:12:44.675-03,PRZFV,4,654321,10,120,43.1191034109959,SUCESSO!
2022-06-17T09:12:44.703-03,PRZFV,4,123456,20,40,28.385098201353976,SUCESSO!
2022-06-17T09:12:44.711-03,PRZFV,4,780935,20,50,40.50464770952628,SUCESSO!
2022-06-17T09:12:44.728-03,PRZFV,4,654321,10,120,74.99796068957046,SUCESSO!
2022-06-17T09:12:44.745-03,PRZFV,4,780935,20,50,28.99058112266205,SUCESSO!
2022-06-17T09:12:44.779-03,PRZFV,4,780935,20,50,37.73859564406672,SUCESSO!
2022-06-17T09:12:44.779-03,PRZFV,4,654321,10,120,31.81893424985047,SUCESSO!
2022-06-17T09:12:44.803-03,PRZFV,4,123456,20,40,28.992496065848144,SUCESSO!
2022-06-17T09:12:44.812-03,PRZFV,4,780935,20,50,38.42020608174536,SUCESSO!
2022-06-17T09:12:44.829-03,PRZFV,4,654321,10,120,12.892912464335916,SUCESSO!
2022-06-17T09:12:44.846-03,PRZFV,4,780935,20,50,22.110283910688455,SUCESSO!
2022-06-17T09:12:44.880-03,PRZFV,4,654321,10,120,115.6528190807826,SUCESSO!
2022-06-17T09:12:44.880-03,PRZFV,4,780935,20,50,38.56311214982217,SUCESSO!
2022-06-17T09:12:44.905-03,PRZFV,4,123456,20,40,28.974678137544153,SUCESSO!
2022-06-17T09:12:44.913-03,PRZFV,4,780935,20,50,47.14337114790652,SUCESSO!
2022-06-17T09:12:44.930-03,PRZFV,4,654321,10,120,106.57136203581845,SUCESSO!
2022-06-17T09:12:44.946-03,PRZFV,4,780935,20,50,22.38868913017351,SUCESSO!
2022-06-17T09:12:44.980-03,PRZFV,4,780935,20,50,35.59537646916195,SUCESSO!
2022-06-17T09:12:44.980-03,PRZFV,4,654321,10,120,114.77146080960597,SUCESSO!
2022-06-17T09:12:45.005-03,PRZFV,4,123456,20,40,36.28977987005702,SUCESSO!
2022-06-17T09:12:45.013-03,PRZFV,4,780935,20,50,37.599689795427174,SUCESSO!
2022-06-17T09:12:45.032-03,PRZFV,4,654321,10,120,11.357918474952298,SUCESSO!
2022-06-17T09:12:45.047-03,PRZFV,4,780935,20,50,28.552688587231508,SUCESSO!
2022-06-17T09:12:45.081-03,PRZFV,4,780935,20,50,31.50135876273233,SUCESSO!
2022-06-17T09:12:45.083-03,PRZFV,4,654321,10,120,81.79761517720398,SUCESSO!
2022-06-17T09:12:45.105-03,PRZFV,4,123456,20,40,25.995888933715705,SUCESSO!
2022-06-17T09:12:45.114-03,PRZFV,4,780935,20,50,46.201166255672064,SUCESSO!
2022-06-17T09:12:45.133-03,PRZFV,4,654321,10,120,15.674518164900084,SUCESSO!
2022-06-17T09:12:45.149-03,PRZFV,4,780935,20,50,25.86883136258331,SUCESSO!
2022-06-17T09:12:45.183-03,PRZFV,4,780935,20,50,26.06394216435515,SUCESSO!
2022-06-17T09:12:45.183-03,PRZFV,4,654321,10,120,119.15597064147249,SUCESSO!
2022-06-17T09:12:45.206-03,PRZFV,4,123456,20,40,25.25818916939612,SUCESSO!
2022-06-17T09:12:45.216-03,PRZFV,4,780935,20,50,34.02639855486577,SUCESSO!
2022-06-17T09:12:45.233-03,PRZFV,4,654321,10,120,32.950429716634886,SUCESSO!
2022-06-17T09:12:45.249-03,PRZFV,4,780935,20,50,24.284784643388566,SUCESSO!
2022-06-17T09:12:45.283-03,PRZFV,4,780935,20,50,31.785146586937216,SUCESSO!
2022-06-17T09:12:45.284-03,PRZFV,4,654321,10,120,67.95850631193316,SUCESSO!
2022-06-17T09:12:45.306-03,PRZFV,4,123456,20,40,36.50832144374242,SUCESSO!
2022-06-17T09:12:45.316-03,PRZFV,4,780935,20,50,30.76024824007276,SUCESSO!
2022-06-17T09:12:45.345-03,PRZFV,4,654321,10,120,104.99792023355003,SUCESSO!
2022-06-17T09:12:45.352-03,PRZFV,4,780935,20,50,48.096344843159024,SUCESSO!
2022-06-17T09:12:45.387-03,PRZFV,4,780935,20,50,25.480129380895182,SUCESSO!
2022-06-17T09:12:45.397-03,PRZFV,4,654321,10,120,67.64248702806728,SUCESSO!
2022-06-17T09:12:45.406-03,PRZFV,4,123456,20,40,29.416984914267108,SUCESSO!
2022-06-17T09:12:45.423-03,PRZFV,4,780935,20,50,44.20926798863098,SUCESSO!
2022-06-17T09:12:45.448-03,PRZFV,4,654321,10,120,31.814112255946462,SUCESSO!
2022-06-17T09:12:45.460-03,PRZFV,4,780935,20,50,23.333925041931387,SUCESSO!
2022-06-17T09:12:45.493-03,PRZFV,4,780935,20,50,26.22098648680458,SUCESSO!
2022-06-17T09:12:45.499-03,PRZFV,4,654321,10,120,28.77195341828537,SUCESSO!
2022-06-17T09:12:45.510-03,PRZFV,4,123456,20,40,29.1891330019899,SUCESSO!
2022-06-17T09:12:45.526-03,PRZFV,4,780935,20,50,21.983642673177272,SUCESSO!
2022-06-17T09:12:45.550-03,PRZFV,4,654321,10,120,65.52573128848562,SUCESSO!
2022-06-17T09:12:45.560-03,PRZFV,4,780935,20,50,26.999061489414075,SUCESSO!
2022-06-17T09:12:45.593-03,PRZFV,4,780935,20,50,30.760290038271133,SUCESSO!
2022-06-17T09:12:45.600-03,PRZFV,4,654321,10,120,106.86070837036705,SUCESSO!
2022-06-17T09:12:45.610-03,PRZFV,4,123456,20,40,36.76742015390201,SUCESSO!
2022-06-17T09:12:45.626-03,PRZFV,4,780935,20,50,36.927353208762355,SUCESSO!
2022-06-17T09:12:45.650-03,PRZFV,4,654321,10,120,84.68219326964035,SUCESSO!
2022-06-17T09:12:45.659-03,PRZFV,4,780935,20,50,39.424712573553805,SUCESSO!
2022-06-17T09:12:45.693-03,PRZFV,4,780935,20,50,29.781769933046125,SUCESSO!
2022-06-17T09:12:45.701-03,PRZFV,4,654321,10,120,103.02296042586607,SUCESSO!
2022-06-17T09:12:45.710-03,PRZFV,4,123456,20,40,36.40048474265834,SUCESSO!
2022-06-17T09:12:45.726-03,PRZFV,4,780935,20,50,21.172292174890956,SUCESSO!
2022-06-17T09:12:45.751-03,PRZFV,4,654321,10,120,75.22123078882233,SUCESSO!
2022-06-17T09:12:45.759-03,PRZFV,4,780935,20,50,34.00245319534946,SUCESSO!
2022-06-17T09:12:45.801-03,PRZFV,4,654321,10,120,110.63977143528446,SUCESSO!
2022-06-17T09:12:45.802-03,PRZFV,4,780935,20,50,38.7768071973679,SUCESSO!
2022-06-17T09:12:45.813-03,PRZFV,4,123456,20,40,36.85761473016952,SUCESSO!
2022-06-17T09:12:45.835-03,PRZFV,4,780935,20,50,39.08736417622021,SUCESSO!
2022-06-17T09:12:45.852-03,PRZFV,4,654321,10,120,117.50291034777094,SUCESSO!
2022-06-17T09:12:45.869-03,PRZFV,4,780935,20,50,23.550036318133067,SUCESSO!
2022-06-17T09:12:45.902-03,PRZFV,4,780935,20,50,46.03973380037244,SUCESSO!
2022-06-17T09:12:45.902-03,PRZFV,4,654321,10,120,104.66569594122836,SUCESSO!
2022-06-17T09:12:45.913-03,PRZFV,4,123456,20,40,29.700439363974752,SUCESSO!
2022-06-17T09:12:45.935-03,PRZFV,4,780935,20,50,33.071220122838945,SUCESSO!
2022-06-17T09:12:45.952-03,PRZFV,4,654321,10,120,79.50805366768877,SUCESSO!
2022-06-17T09:12:45.969-03,PRZFV,4,780935,20,50,35.238352016925965,SUCESSO!
2022-06-17T09:12:46.002-03,PRZFV,4,780935,20,50,40.76223342389737,SUCESSO!
2022-06-17T09:12:46.003-03,PRZFV,4,654321,10,120,105.02650451053148,SUCESSO!
2022-06-17T09:12:46.013-03,PRZFV,4,123456,20,40,32.358811163239025,SUCESSO!
2022-06-17T09:12:46.035-03,PRZFV,4,780935,20,50,38.449881920939134,SUCESSO!
2022-06-17T09:12:46.053-03,PRZFV,4,654321,10,120,66.7772272893703,SUCESSO!
2022-06-17T09:12:46.069-03,PRZFV,4,780935,20,50,30.490440006867445,SUCESSO!
2022-06-17T09:12:46.102-03,PRZFV,4,780935,20,50,30.63064361101157,SUCESSO!
2022-06-17T09:12:46.103-03,PRZFV,4,654321,10,120,113.24931289701175,SUCESSO!
2022-06-17T09:12:46.114-03,PRZFV,4,123456,20,40,21.32812998071366,SUCESSO!
2022-06-17T09:12:46.135-03,PRZFV,4,780935,20,50,42.3789082476451,SUCESSO!
2022-06-17T09:12:46.154-03,PRZFV,4,654321,10,120,15.77973164996769,SUCESSO!
2022-06-17T09:12:46.169-03,PRZFV,4,780935,20,50,44.69064346495701,SUCESSO!
2022-06-17T09:12:46.202-03,PRZFV,4,780935,20,50,48.54266248842855,SUCESSO!
2022-06-17T09:12:46.204-03,PRZFV,4,654321,10,120,35.65963235990316,SUCESSO!
2022-06-17T09:12:46.215-03,PRZFV,4,123456,20,40,27.84673317081371,SUCESSO!
2022-06-17T09:12:46.235-03,PRZFV,4,780935,20,50,28.163807377130006,SUCESSO!
2022-06-17T09:12:46.254-03,PRZFV,4,654321,10,120,60.628353269297676,SUCESSO!
2022-06-17T09:12:46.269-03,PRZFV,4,780935,20,50,29.416417468271355,SUCESSO!
2022-06-17T09:12:46.302-03,PRZFV,4,780935,20,50,29.998747460810844,SUCESSO!
2022-06-17T09:12:46.305-03,PRZFV,4,654321,10,120,114.40305200205457,SUCESSO!
2022-06-17T09:12:46.316-03,PRZFV,4,123456,20,40,34.71227106256177,SUCESSO!
2022-06-17T09:12:46.335-03,PRZFV,4,780935,20,50,38.95285297585657,SUCESSO!
2022-06-17T09:12:46.355-03,PRZFV,4,654321,10,120,75.72630075675255,SUCESSO!
2022-06-17T09:12:46.368-03,PRZFV,4,780935,20,50,25.687164013419217,SUCESSO!
2022-06-17T09:12:46.402-03,PRZFV,4,780935,20,50,23.376899436987596,SUCESSO!
2022-06-17T09:12:46.405-03,PRZFV,4,654321,10,120,36.34392406561916,SUCESSO!
2022-06-17T09:12:46.417-03,PRZFV,4,123456,20,40,39.87973756192605,SUCESSO!
2022-06-17T09:12:46.435-03,PRZFV,4,780935,20,50,36.469829238349575,SUCESSO!
2022-06-17T09:12:46.456-03,PRZFV,4,654321,10,120,29.95564914174797,SUCESSO!
2022-06-17T09:12:46.468-03,PRZFV,4,780935,20,50,33.74904079962193,SUCESSO!
2022-06-17T09:12:46.502-03,PRZFV,4,780935,20,50,35.02063024076458,SUCESSO!
2022-06-17T09:12:46.506-03,PRZFV,4,654321,10,120,60.140309343109365,SUCESSO!
2022-06-17T09:12:46.517-03,PRZFV,4,123456,20,40,38.66605829854359,SUCESSO!
2022-06-17T09:12:46.535-03,PRZFV,4,780935,20,50,30.804712052080326,SUCESSO!
2022-06-17T09:12:46.556-03,PRZFV,4,654321,10,120,107.20124354348249,SUCESSO!
2022-06-17T09:12:46.568-03,PRZFV,4,780935,20,50,42.12938371273342,SUCESSO!
2022-06-17T09:12:46.603-03,PRZFV,4,780935,20,50,20.77514048948308,SUCESSO!
2022-06-17T09:12:46.606-03,PRZFV,4,654321,10,120,18.73794836974736,SUCESSO!
2022-06-17T09:12:46.617-03,PRZFV,4,123456,20,40,24.479728188606497,SUCESSO!
2022-06-17T09:12:46.637-03,PRZFV,4,780935,20,50,42.886090855873945,SUCESSO!
2022-06-17T09:12:46.659-03,PRZFV,4,654321,10,120,47.88642926091352,SUCESSO!
2022-06-17T09:12:46.670-03,PRZFV,4,780935,20,50,50.20226004590644,ERRO
2022-06-17T09:12:46.704-03,PRZFV,4,780935,20,50,38.76936489982896,SUCESSO!
2022-06-17T09:12:46.715-03,PRZFV,4,654321,10,120,105.00003841308036,SUCESSO!
2022-06-17T09:12:46.720-03,PRZFV,4,123456,20,40,27.375331006916557,SUCESSO!
